epoch	dice_coef	loss	val_dice_coef	val_loss	time
0	0.3752245008945465	1.843505859375	0.41726624965667725	1.752038836479187	14591.714570999146
1	0.48816415667533875	1.644281029701233	0.45605820417404175	1.6967859268188477	184.05166339874268
2	0.5163026452064514	1.6143205165863037	0.4739323854446411	1.6755499839782715	192.28835606575012
3	0.6219862699508667	1.4285506010055542	0.6508654952049255	1.3286350965499878	192.72985649108887
4	0.6774137616157532	1.2836453914642334	0.6494089365005493	1.3105049133300781	189.3608000278473
5	0.6787229180335999	1.270445704460144	0.6348384022712708	1.3323898315429688	183.61616134643555
6	0.6824274659156799	1.2607086896896362	0.6469478607177734	1.3056901693344116	195.25636744499207
7	0.6860248446464539	1.2521040439605713	0.6355124115943909	1.3189812898635864	187.50429129600525
8	0.6889815926551819	1.2446616888046265	0.638098955154419	1.3128409385681152	184.74652338027954
9	0.691748857498169	1.239052176475525	0.6317415237426758	1.3195422887802124	190.27518558502197
10	0.6942391395568848	1.2338297367095947	0.6306926608085632	1.3226872682571411	193.0653748512268
11	0.6958252191543579	1.2297388315200806	0.6338695883750916	1.3152915239334106	188.69904446601868
12	0.6978179812431335	1.2254356145858765	0.6159926056861877	1.3411797285079956	188.43858075141907
13	0.7019431591033936	1.2191870212554932	0.628347635269165	1.3254386186599731	191.00642657279968
14	0.7073794603347778	1.2112312316894531	0.6163396239280701	1.3429090976715088	189.784597158432
15	0.7131673693656921	1.2031792402267456	0.6214722990989685	1.3338786363601685	194.2281322479248
16	0.7169115543365479	1.1971241235733032	0.6111413240432739	1.3473707437515259	185.23906469345093
17	0.7217711210250854	1.1875981092453003	0.604403555393219	1.3567404747009277	183.3879337310791
18	0.7253090143203735	1.1827110052108765	0.6016300320625305	1.3600715398788452	189.41770148277283
19	0.7287644147872925	1.1764949560165405	0.6016561388969421	1.3578683137893677	194.89628720283508
20	0.7326315641403198	1.169936180114746	0.6024019718170166	1.3556437492370605	192.77313542366028
21	0.7351846098899841	1.1660358905792236	0.603830873966217	1.3534258604049683	186.36061024665833
22	0.738317608833313	1.1596583127975464	0.6014741063117981	1.3569092750549316	195.98751020431519
23	0.7407247424125671	1.1556048393249512	0.6079632043838501	1.349685788154602	197.29207229614258
24	0.7417938113212585	1.1531546115875244	0.5901989340782166	1.3742493391036987	192.71792793273926
25	0.7427915930747986	1.1505067348480225	0.6054716110229492	1.3518171310424805	190.73163318634033
26	0.7445601224899292	1.1475721597671509	0.596419095993042	1.365427017211914	193.89195036888123
27	0.7462804317474365	1.1445587873458862	0.5946487188339233	1.365037441253662	198.23923301696777
28	0.747065544128418	1.1420154571533203	0.5941569805145264	1.3691961765289307	198.33856225013733
29	0.7480074763298035	1.1398283243179321	0.590778648853302	1.3716537952423096	198.55804061889648
30	0.7480971217155457	1.1390639543533325	0.5996070504188538	1.3608307838439941	198.19387125968933
31	0.7498639225959778	1.1360951662063599	0.5913942456245422	1.3695154190063477	194.06759762763977
32	0.7507268786430359	1.1335545778274536	0.6026465892791748	1.3560984134674072	192.74379777908325
33	0.7515478730201721	1.1316328048706055	0.6021456122398376	1.3562285900115967	190.67880368232727
34	0.7520395517349243	1.1303435564041138	0.5763226747512817	1.392324686050415	197.89287447929382
35	0.7526490688323975	1.128513216972351	0.5958200097084045	1.3661818504333496	190.92694091796875
36	0.7529882788658142	1.1271809339523315	0.5778284072875977	1.3901615142822266	187.94411063194275
37	0.7538489699363708	1.1254805326461792	0.5806471705436707	1.3866279125213623	197.57344698905945
38	0.7544367909431458	1.1238017082214355	0.5845609307289124	1.3809125423431396	187.31510066986084
39	0.7549570798873901	1.1218175888061523	0.5764939188957214	1.3922233581542969	186.1728298664093
40	0.7551202774047852	1.121380090713501	0.5921645164489746	1.3693691492080688	190.42469787597656
41	0.7552867531776428	1.1202566623687744	0.5916815400123596	1.3695696592330933	194.46238040924072
42	0.755954384803772	1.1184337139129639	0.582964301109314	1.3822276592254639	190.84877800941467
43	0.7563480138778687	1.1171766519546509	0.5967925190925598	1.3652803897857666	192.23469519615173
44	0.7568928599357605	1.1157488822937012	0.5855437517166138	1.380314588546753	185.1554229259491
45	0.7572382092475891	1.114590048789978	0.590398371219635	1.3730957508087158	195.05494236946106
46	0.7578692436218262	1.113909363746643	0.5931771397590637	1.3699413537979126	191.51350474357605
47	0.7580888867378235	1.1126608848571777	0.5854231119155884	1.3792190551757812	196.79871892929077
48	0.75844407081604	1.1109851598739624	0.5872297286987305	1.3774681091308594	199.50437307357788
49	0.7581307888031006	1.1115844249725342	0.5819430351257324	1.3831430673599243	196.74262189865112
50	0.7593697309494019	1.1092612743377686	0.5778336524963379	1.3908218145370483	189.73530077934265
51	0.7596054673194885	1.107916235923767	0.5784622430801392	1.3895183801651	192.59838247299194
52	0.7599786520004272	1.1066770553588867	0.5852577686309814	1.378848910331726	192.16188287734985
53	0.7604379057884216	1.1057538986206055	0.5871899724006653	1.375317096710205	188.0470745563507
54	0.7610066533088684	1.1046810150146484	0.5894156098365784	1.3761787414550781	190.50836062431335
55	0.7610440254211426	1.104007363319397	0.5866639018058777	1.3772202730178833	192.8147041797638
56	0.7614328861236572	1.102744221687317	0.5857331156730652	1.3798811435699463	190.59291577339172
57	0.7619392275810242	1.1008511781692505	0.585814356803894	1.3802753686904907	192.30567073822021
58	0.7622339129447937	1.1002757549285889	0.5874261856079102	1.3762551546096802	193.33817338943481
59	0.7617610692977905	1.1006989479064941	0.5824429988861084	1.382472038269043	191.17155981063843
60	0.7624266147613525	1.0986663103103638	0.5836541652679443	1.382336974143982	187.1835708618164
61	0.7629246115684509	1.097838044166565	0.5835996866226196	1.3811112642288208	192.61381125450134
62	0.7633154392242432	1.0969053506851196	0.5836436152458191	1.3814467191696167	186.66483807563782
63	0.7634562253952026	1.0961359739303589	0.5935562252998352	1.367180347442627	188.7972331047058
64	0.7636692523956299	1.0954086780548096	0.5876947641372681	1.3770503997802734	186.09838557243347
65	0.7638933658599854	1.0950011014938354	0.5887721180915833	1.3739086389541626	197.60692524909973
