epoch	dice_coef	loss	val_dice_coef	val_loss	time
0	0.38343992829322815	1.825151801109314	0.6228183507919312	1.497865915298462	13604.200783729553
1	0.5026354789733887	1.6146676540374756	0.6027317643165588	1.480959415435791	4735.717567682266
2	0.5130953788757324	1.5965306758880615	0.6556963920593262	1.448207974433899	1455.1055581569672
3	0.5232419967651367	1.5845108032226562	0.6409865617752075	1.4488394260406494	920.3396649360657
4	0.5283830761909485	1.5763074159622192	0.6429084539413452	1.438368797302246	531.020916223526
5	0.5386748313903809	1.570335030555725	0.6388782858848572	1.449819564819336	319.3060300350189
6	0.5465679168701172	1.5650999546051025	0.6572367548942566	1.4412990808486938	277.489541053772
7	0.7067108154296875	1.2831751108169556	0.8546427488327026	1.0174320936203003	282.0516085624695
8	0.7665539383888245	1.1691523790359497	0.8733128905296326	0.9865500926971436	242.92059326171875
9	0.7853975296020508	1.138506531715393	0.8759855031967163	1.000849962234497	230.2082598209381
10	0.8075331449508667	1.1066431999206543	0.9019914865493774	0.9454992413520813	241.14725613594055
11	0.8280456066131592	1.0785765647888184	0.8116843700408936	1.0942318439483643	234.94184350967407
12	0.8495571613311768	1.0464626550674438	0.7129307985305786	1.2663367986679077	244.45572113990784
13	0.8665904402732849	1.0192466974258423	0.8191973567008972	1.08161199092865	238.78586053848267
14	0.8778095841407776	0.9991355538368225	0.7902277112007141	1.121768593788147	234.48785996437073
15	0.8857015371322632	0.9841793179512024	0.8215987086296082	1.0790467262268066	240.12905836105347
16	0.8926745653152466	0.9685278534889221	0.7858066558837891	1.1267865896224976	232.20222902297974
17	0.8962460160255432	0.9599857330322266	0.7939077615737915	1.1193835735321045	237.54841995239258
18	0.8996129631996155	0.9523020386695862	0.7699479460716248	1.1510928869247437	245.78072094917297
19	0.9019379615783691	0.9468410611152649	0.8477094173431396	1.0309611558914185	242.1539797782898
20	0.9027346968650818	0.9459637403488159	0.7687752842903137	1.1547335386276245	230.0513207912445
21	0.9057469964027405	0.938470721244812	0.7988144755363464	1.1086089611053467	236.994877576828
22	0.9073504209518433	0.9337813258171082	0.7602184414863586	1.1595677137374878	240.15037393569946
23	0.9091377258300781	0.9302054643630981	0.7214788198471069	1.2135010957717896	245.1748867034912
24	0.9107117652893066	0.9262237548828125	0.7432855367660522	1.1822755336761475	242.3084020614624
25	0.9127598404884338	0.9215000867843628	0.8154159784317017	1.0838127136230469	246.37978744506836
26	0.9136345982551575	0.9188101291656494	0.7188339829444885	1.2179558277130127	239.02305483818054
27	0.9150117635726929	0.9151913523674011	0.8007124066352844	1.1065480709075928	247.81809639930725
28	0.9167742133140564	0.9101750254631042	0.7877610921859741	1.1234103441238403	254.10117101669312
29	0.9172894358634949	0.9094719290733337	0.7041639685630798	1.2332439422607422	246.61779403686523
30	0.9179545640945435	0.9069018959999084	0.7480599880218506	1.1787934303283691	243.11798429489136
31	0.9195008277893066	0.902647852897644	0.7156883478164673	1.2196054458618164	238.6715316772461
32	0.9207314848899841	0.9003996253013611	0.7662174701690674	1.1511690616607666	239.43878650665283
33	0.9230417013168335	0.8934295773506165	0.7804988026618958	1.1339718103408813	234.2047472000122
34	0.9232455492019653	0.8944621086120605	0.7641378045082092	1.1558905839920044	239.53587174415588
35	0.9248026013374329	0.8910835981369019	0.79755038022995	1.108190655708313	246.25897860527039
36	0.9249907732009888	0.8904034495353699	0.7487683296203613	1.176264762878418	244.16518664360046
37	0.9261112213134766	0.8876259922981262	0.7573521733283997	1.1647980213165283	245.89890480041504
38	0.9277707934379578	0.8829035758972168	0.7409579753875732	1.1888808012008667	249.3166205883026
39	0.9287684559822083	0.8801032900810242	0.7476592063903809	1.1773929595947266	241.42504358291626
40	0.9304372072219849	0.874938428401947	0.7784036993980408	1.1396822929382324	240.59471535682678
41	0.9306018352508545	0.8742396831512451	0.7108799815177917	1.2268519401550293	236.81984853744507
42	0.9319130182266235	0.8708809614181519	0.7163694500923157	1.2215369939804077	243.69373607635498
43	0.9330693483352661	0.8676084280014038	0.7479623556137085	1.190280556678772	233.29395127296448
44	0.9339494705200195	0.8643770217895508	0.7981329560279846	1.1113170385360718	235.51595616340637
45	0.9342992901802063	0.862908661365509	0.7595690488815308	1.1619068384170532	242.15422940254211
46	0.9349263906478882	0.862115740776062	0.7493556141853333	1.1799020767211914	244.5099093914032
47	0.9362969994544983	0.8573410511016846	0.7364014983177185	1.1961569786071777	249.9083812236786
48	0.9376087784767151	0.8523486852645874	0.738805890083313	1.1910103559494019	245.62847065925598
49	0.9382652044296265	0.8508043885231018	0.7746521830558777	1.1436874866485596	250.35368824005127
50	0.9393671154975891	0.8473311066627502	0.7440780997276306	1.1834572553634644	244.92001605033875
