epoch	dice_coef	loss	val_dice_coef	val_loss	time
0	0.522275447845459	1.618268370628357	0.5682019591331482	1.487925410270691	2215.042562484741
1	0.600784182548523	1.4362378120422363	0.5611013174057007	1.4711827039718628	4226.700764656067
2	0.5987573266029358	1.4209586381912231	0.5588358044624329	1.4656648635864258	4807.841075658798
3	0.5985173583030701	1.4097975492477417	0.5578092932701111	1.4539967775344849	1079.5436244010925
4	0.6405705213546753	1.3391398191452026	0.5978533029556274	1.4004164934158325	349.98902130126953
5	0.6455328464508057	1.3257466554641724	0.6013973355293274	1.3911203145980835	314.19355750083923
6	0.6447411179542542	1.3241387605667114	0.597561776638031	1.3940672874450684	325.69181966781616
7	0.6438215970993042	1.3213531970977783	0.6006495356559753	1.3883055448532104	333.5094292163849
8	0.6426740288734436	1.320404291152954	0.6026401519775391	1.3832124471664429	324.5743691921234
9	0.6445839405059814	1.3159269094467163	0.5998349189758301	1.3896790742874146	307.60251927375793
10	0.6464847326278687	1.3126776218414307	0.5951436758041382	1.3954391479492188	317.342080116272
11	0.6494866013526917	1.3081597089767456	0.6017103791236877	1.3869835138320923	307.36241841316223
12	0.6694779396057129	1.2839775085449219	0.6133558750152588	1.3714594841003418	318.7330696582794
13	0.6972076892852783	1.2454675436019897	0.5962579250335693	1.3988851308822632	306.1901822090149
14	0.7106543183326721	1.2241880893707275	0.6074605584144592	1.384487271308899	318.9661657810211
15	0.7302802801132202	1.1955522298812866	0.6190686821937561	1.3633514642715454	321.31972336769104
